question,intent,clean_question,label
Present the subcategory sales.,sales_by_subcategory,present the subcategory sales,22
Please calculate bottom 10 customers.,bottom_customers,please calculate bottom 10 customers,4
Analyze average sales amount.,average_sales,analyze average sales amount,1
Display highest sales states,top_states,display highest sales states,27
Compute complete business profit,total_profit,compute complete business profit,28
Please calculate growth in sales.,sales_growth,please calculate growth in sales,23
Can you give the profit average?,average_profit,can you give the profit average,0
Find complete highest sales states,top_states,find complete highest sales states,27
Plot highest sales cities.,top_cities,plot highest sales cities,25
Can you find overall profit?,total_profit,can you find overall profit,28
I want quantity analysis.,quantity_analysis,i want quantity analysis,18
Show all average gross profit,average_profit,show all average gross profit,0
I'd like to know the sales growth.,sales_growth,id like to know the sales growth,23
How much is average net profit?,average_profit,how much is average net profit,0
Could you calculate the sales by month?,monthly_sales,could you calculate the sales by month,15
Please provide region profit performance.,region_profit,please provide region profit performance,19
Could you reveal the bottom customers?,bottom_customers,could you reveal the bottom customers,4
Generate dashboard summary.,dashboard_summary,generate dashboard summary,9
Inspect grand total sales.,total_sales,inspect grand total sales,29
Calculate overall growth in sales,sales_growth,calculate overall growth in sales,23
Calculate average business profit,average_profit,calculate average business profit,0
I'd like to know total profit.,total_profit,id like to know total profit,28
Can you view the company profit?,total_profit,can you view the company profit,28
Give detailed profit by region.,region_profit,give detailed profit by region,19
Give the overall dashboard,dashboard_summary,give the overall dashboard,9
Kindly give the bottom customers.,bottom_customers,kindly give the bottom customers,4
Display overall product quantities,quantity_analysis,display overall product quantities,18
Calculate all sales average,average_sales,calculate all sales average,1
Find the top states.,top_states,find the top states,27
Can you display the inventory summary?,inventory_summary,can you display the inventory summary,12
Find bottom products.,bottom_products,find bottom products,5
Show latest total revenue.,total_sales,show latest total revenue,29
Review worst sales region.,worst_region,review worst sales region,30
Provide inventory report.,inventory_summary,provide inventory report,12
How much is the lowest sales cities?,bottom_cities,how much is the lowest sales cities,3
Find company profit,total_profit,find company profit,28
Please provide average earnings.,average_profit,please provide average earnings,0
How much is the bottom customers?,bottom_customers,how much is the bottom customers,4
Could you find the profit by region?,region_profit,could you find the profit by region,19
Can you compare the category wise sales?,sales_by_category,can you compare the category wise sales,20
Display average net profit.,average_profit,display average net profit,0
Give the order count,order_count,give the order count,16
Please give mean profit.,average_profit,please give mean profit,0
Can you reveal monthly revenue?,monthly_sales,can you reveal monthly revenue,15
Could you provide the mean profit?,average_profit,could you provide the mean profit,0
Could you give the lowest spending customers?,bottom_customers,could you give the lowest spending customers,4
Analyze the profit across categories.,category_profit,analyze the profit across categories,7
Can you provide the sales for each category?,sales_by_category,can you provide the sales for each category,20
Kindly find the best region.,best_region,kindly find the best region,2
Provide complete top selling states,top_states,provide complete top selling states,27
Identify overall lowest profit product,lowest_profit_product,identify overall lowest profit product,13
Tell me the highest spending customers.,top_customers,tell me the highest spending customers,26
Kindly give the segment sales.,sales_by_segment,kindly give the segment sales,21
Can you provide the worst performing cities?,bottom_cities,can you provide the worst performing cities,3
Create a report for top profit product.,highest_profit_product,create a report for top profit product,11
Show complete subcategory sales.,sales_by_subcategory,show complete subcategory sales,22
I need the category profit.,category_profit,i need the category profit,7
I'd like to know least profitable cities.,bottom_cities,id like to know least profitable cities,3
Visualize total revenue.,total_sales,visualize total revenue,29
Display all lowest sales cities,bottom_cities,display all lowest sales cities,3
Please provide highest sales states.,top_states,please provide highest sales states,27
Create a report for growth in profit.,profit_growth,create a report for growth in profit,17
View complete overall profit,total_profit,view complete overall profit,28
I'd like to know the best cities.,top_cities,id like to know the best cities,25
Find complete bottom 10 products,bottom_products,find complete bottom 10 products,5
I would like profit trend.,profit_growth,i would like profit trend,17
I'd like to know profit by region.,region_profit,id like to know profit by region,19
I want the least selling products.,bottom_products,i want the least selling products,5
I'd like to know business summary.,dashboard_summary,id like to know business summary,9
Can I see product quantities?,quantity_analysis,can i see product quantities,18
Can you give business overview?,dashboard_summary,can you give business overview,9
Calculate average sales,average_sales,calculate average sales,1
Can you identify the top profit product?,highest_profit_product,can you identify the top profit product,11
Find profit growth,profit_growth,find profit growth,17
Can you find the city performance?,top_cities,can you find the city performance,25
Fetch the inactive customers.,bottom_customers,fetch the inactive customers,4
Please display total revenue.,total_sales,please display total revenue,29
Find complete overall earnings,total_profit,find complete overall earnings,28
Please display the total revenue.,total_sales,please display the total revenue,29
Reveal complete profit by region,region_profit,reveal complete profit by region,19
Provide overall category performance,sales_by_category,provide overall category performance,20
Show overall business overview,dashboard_summary,show overall business overview,9
Display latest total earnings.,total_profit,display latest total earnings,28
Please compute average gross profit.,average_profit,please compute average gross profit,0
Provide all stock overview,inventory_summary,provide all stock overview,12
Could you show the city performance?,bottom_cities,could you show the city performance,3
Can you display the total customer orders?,order_count,can you display the total customer orders,16
Can I see top selling states?,top_states,can i see top selling states,27
Tell me the inventory overview.,inventory_summary,tell me the inventory overview,12
Tell me complete average turnover,average_sales,tell me complete average turnover,1
Show latest growth in sales.,sales_growth,show latest growth in sales,23
I'd like to know bottom states.,bottom_states,id like to know bottom states,6
Provide complete highest spending customers,top_customers,provide complete highest spending customers,26
Analyze performance of year wise profit.,yearly_profit,analyze performance of year wise profit,31
I want the overall orders.,order_count,i want the overall orders,16
Fetch best sales region.,best_region,fetch best sales region,2
Give the category performance,sales_by_category,give the category performance,20
Can you provide the year wise profit?,yearly_profit,can you provide the year wise profit,31
Could you find the segment wise sales?,sales_by_segment,could you find the segment wise sales,21
Kindly show the growth in profit.,profit_growth,kindly show the growth in profit,17
Calculate the monthly sales,monthly_sales,calculate the monthly sales,15
Display all overall orders,order_count,display all overall orders,16
Tell me inventory report.,inventory_summary,tell me inventory report,12
Analyze performance of worst performing cities.,bottom_cities,analyze performance of worst performing cities,3
Please display the regional profit.,region_profit,please display the regional profit,19
Could you calculate the overall customers?,customer_count,could you calculate the overall customers,8
Reveal the average earnings.,average_profit,reveal the average earnings,0
Analyze the shipping analysis,shipping_analysis,analyze the shipping analysis,24
I'd like to know region profit performance.,region_profit,id like to know region profit performance,19
Can you provide product quantities?,quantity_analysis,can you provide product quantities,18
Reveal the monthly earnings.,monthly_profit,reveal the monthly earnings,14
Give me the shipping analysis.,shipping_analysis,give me the shipping analysis,24
Create dashboard for month wise sales.,monthly_sales,create dashboard for month wise sales,15
Can you show region profit performance?,region_profit,can you show region profit performance,19
Can you give inactive customers?,bottom_customers,can you give inactive customers,4
I need top 10 customers.,top_customers,i need top 10 customers,26
Please compute mean sales.,average_sales,please compute mean sales,1
Display all average income,average_profit,display all average income,0
Show the monthly business profit,monthly_profit,show the monthly business profit,14
Find business sales.,total_sales,find business sales,29
Analyze performance of bottom products.,bottom_products,analyze performance of bottom products,5
Provide overall inventory report,inventory_summary,provide overall inventory report,12
Please list worst performing cities.,bottom_cities,please list worst performing cities,3
Provide all top region,best_region,provide all top region,2
Visualize highest sales states.,top_states,visualize highest sales states,27
How much is average turnover?,average_sales,how much is average turnover,1
Explain lowest sales states.,bottom_states,explain lowest sales states,6
Give complete inventory summary.,inventory_summary,give complete inventory summary,12
Could you list the premium customers?,top_customers,could you list the premium customers,26
Analyze overall yearly sales,yearly_sales,analyze overall yearly sales,32
Compare subcategory wise sales,sales_by_subcategory,compare subcategory wise sales,22
Show me the mean sales.,average_sales,show me the mean sales,1
Review business overview.,dashboard_summary,review business overview,9
Analyze all sales by category,sales_by_category,analyze all sales by category,20
Could you show the discount analysis?,discount_analysis,could you show the discount analysis,10
I would like best profit item.,highest_profit_product,i would like best profit item,11
Provide all city performance,top_cities,provide all city performance,25
Provide the least selling products.,bottom_products,provide the least selling products,5
List highest sales cities,top_cities,list highest sales cities,25
I'd like to know the sales by category.,sales_by_category,id like to know the sales by category,20
Create a report for subcategory performance.,sales_by_subcategory,create a report for subcategory performance,22
Create a report for most profitable product.,highest_profit_product,create a report for most profitable product,11
Tell me overall average gross profit,average_profit,tell me overall average gross profit,0
What is sales across subcategories?,sales_by_subcategory,what is sales across subcategories,22
Please display business profit.,total_profit,please display business profit,28
Generate the average income.,average_sales,generate the average income,1
Kindly view the net profit.,total_profit,kindly view the net profit,28
Provide sales trend.,sales_growth,provide sales trend,23
Can you find the lowest profit product?,lowest_profit_product,can you find the lowest profit product,13
Review most valuable customers.,top_customers,review most valuable customers,26
Please provide total revenue.,total_sales,please provide total revenue,29
Reveal overall average net profit,average_profit,reveal overall average net profit,0
Show insights for customer count.,customer_count,show insights for customer count,8
Display the regional profit.,region_profit,display the regional profit,19
Kindly find the least profitable region.,worst_region,kindly find the least profitable region,30
Kindly give the grand total profit.,total_profit,kindly give the grand total profit,28
Show complete top profit product,highest_profit_product,show complete top profit product,11
Compare complete category sales,sales_by_category,compare complete category sales,20
Show complete lowest sales cities.,bottom_cities,show complete lowest sales cities,3
I need the category profit performance.,category_profit,i need the category profit performance,7
Display the category wise profit,category_profit,display the category wise profit,7
How much is total revenue?,total_sales,how much is total revenue,29
What is the worst products?,bottom_products,what is the worst products,5
Display complete lowest sales states,bottom_states,display complete lowest sales states,6
Give the best customers,top_customers,give the best customers,26
Show overall overall profit,total_profit,show overall overall profit,28
I want average net profit.,average_profit,i want average net profit,0
Generate the category performance.,sales_by_category,generate the category performance,20
Give the subcategory sales,sales_by_subcategory,give the subcategory sales,22
Analyze performance of segment sales.,sales_by_segment,analyze performance of segment sales,21
Could you tell me the grand total sales?,total_sales,could you tell me the grand total sales,29
Could you find the highest profit product?,highest_profit_product,could you find the highest profit product,11
Please show best profit item.,highest_profit_product,please show best profit item,11
Can you find the average sales?,average_sales,can you find the average sales,1
Show me the worst sales region.,worst_region,show me the worst sales region,30
Tell me average discount.,discount_analysis,tell me average discount,10
I need order count.,order_count,i need order count,16
Can you display customer segment sales?,sales_by_segment,can you display customer segment sales,21
Analyze inventory overview.,inventory_summary,analyze inventory overview,12
Present most profitable product.,highest_profit_product,present most profitable product,11
What is the region profit performance?,region_profit,what is the region profit performance,19
Identify overall bottom 10 products,bottom_products,identify overall bottom 10 products,5
Reveal the average gross profit,average_profit,reveal the average gross profit,0
Create dashboard for shipping performance.,shipping_analysis,create dashboard for shipping performance,24
Tell me sales by segment.,sales_by_segment,tell me sales by segment,21
Kindly reveal the worst sales region.,worst_region,kindly reveal the worst sales region,30
Show sales by category,sales_by_category,show sales by category,20
Could you reveal the average business profit?,average_profit,could you reveal the average business profit,0
I'd like to know inventory report.,inventory_summary,id like to know inventory report,12
Can you list city performance?,top_cities,can you list city performance,25
Kindly find the best sales region.,best_region,kindly find the best sales region,2
Can you compute business profit?,total_profit,can you compute business profit,28
Tell me the average gross profit.,average_profit,tell me the average gross profit,0
Display worst region.,worst_region,display worst region,30
Provide the sales increase.,sales_growth,provide the sales increase,23
Identify highest performing region,best_region,identify highest performing region,2
Provide overall total earnings,total_profit,provide overall total earnings,28
Provide top customers,top_customers,provide top customers,26
Find overall worst profit product,lowest_profit_product,find overall worst profit product,13
Can you display delivery performance?,shipping_analysis,can you display delivery performance,24
Give complete sales growth.,sales_growth,give complete sales growth,23
Kindly view the mean profit.,average_profit,kindly view the mean profit,0
Give me best region.,best_region,give me best region,2
I'd like to know the segment sales.,sales_by_segment,id like to know the segment sales,21
I'd like to know the annual earnings.,yearly_profit,id like to know the annual earnings,31
Please calculate the monthly earnings.,monthly_profit,please calculate the monthly earnings,14
I'd like to know average business sales.,average_sales,id like to know average business sales,1
Can you display bottom customers?,bottom_customers,can you display bottom customers,4
How much is the highest spending customers?,top_customers,how much is the highest spending customers,26
Display quantity sold,quantity_analysis,display quantity sold,18
Can you show best performing states?,top_states,can you show best performing states,27
Could you display the number of orders?,order_count,could you display the number of orders,16
Reveal the least profitable cities,bottom_cities,reveal the least profitable cities,3
Can I see sales across subcategories?,sales_by_subcategory,can i see sales across subcategories,22
Calculate average turnover,average_sales,calculate average turnover,1
Could you find the best region?,best_region,could you find the best region,2
How much is the executive summary?,dashboard_summary,how much is the executive summary,9
Display sales by segment,sales_by_segment,display sales by segment,21
Give overall least valuable customers,bottom_customers,give overall least valuable customers,4
Give detailed grand total sales.,total_sales,give detailed grand total sales,29
Inspect sales trend.,sales_growth,inspect sales trend,23
Kindly provide the monthly sales.,monthly_sales,kindly provide the monthly sales,15
Fetch least profitable states.,bottom_states,fetch least profitable states,6
Explain the total customers.,customer_count,explain the total customers,8
Please give executive summary.,dashboard_summary,please give executive summary,9
Provide detailed average earnings.,average_profit,provide detailed average earnings,0
View category profit.,category_profit,view category profit,7
I want worst region.,worst_region,i want worst region,30
Provide detailed top cities.,top_cities,provide detailed top cities,25
Give complete sales trend.,sales_growth,give complete sales trend,23
Show insights for stock overview.,inventory_summary,show insights for stock overview,12
Give overall sales by subcategory,sales_by_subcategory,give overall sales by subcategory,22
Kindly show the most profitable region.,best_region,kindly show the most profitable region,2
Give me category performance.,sales_by_category,give me category performance,20
Could you show the best customers?,top_customers,could you show the best customers,26
Provide detailed worst products.,bottom_products,provide detailed worst products,5
Calculate the total orders,order_count,calculate the total orders,16
What is average business profit?,average_profit,what is average business profit,0
Create dashboard for profit by year.,yearly_profit,create dashboard for profit by year,31
Show the lowest sales cities,bottom_cities,show the lowest sales cities,3
Can you calculate total customer orders?,order_count,can you calculate total customer orders,16
Display latest top 10 customers.,top_customers,display latest top 10 customers,26
View overall average sales amount,average_sales,view overall average sales amount,1
Please calculate the mean profit.,average_profit,please calculate the mean profit,0
Find the category sales,sales_by_category,find the category sales,20
Could you identify the bottom 10 customers?,bottom_customers,could you identify the bottom 10 customers,4
Tell me overall sales,total_sales,tell me overall sales,29
Please tell me average revenue.,average_sales,please tell me average revenue,1
What is average income?,average_sales,what is average income,1
Please show profit by year.,yearly_profit,please show profit by year,31
I need category wise profit.,category_profit,i need category wise profit,7
Tell me the overall revenue,total_sales,tell me the overall revenue,29
I want overall customers.,customer_count,i want overall customers,8
Could you tell me the total profit?,total_profit,could you tell me the total profit,28
Display sales across categories.,sales_by_category,display sales across categories,20
Plot worst profit product.,lowest_profit_product,plot worst profit product,13
Give complete profit across categories.,category_profit,give complete profit across categories,7
Kindly calculate the overall earnings.,total_profit,kindly calculate the overall earnings,28
Fetch the profit by month.,monthly_profit,fetch the profit by month,14
Compare net profit.,total_profit,compare net profit,28
Show overall best cities,top_cities,show overall best cities,25
Kindly display the annual profit.,yearly_profit,kindly display the annual profit,31
Review sales for each category.,sales_by_category,review sales for each category,20
What is the inventory report?,inventory_summary,what is the inventory report,12
Analyze the least popular products.,bottom_products,analyze the least popular products,5
Provide overall bottom customers,bottom_customers,provide overall bottom customers,4
Can you analyze business growth?,sales_growth,can you analyze business growth,23
Can you list bottom states?,bottom_states,can you list bottom states,6
Analyze the lowest sales cities.,bottom_cities,analyze the lowest sales cities,3
Kindly find the top selling states.,top_states,kindly find the top selling states,27
Display all profit by month,monthly_profit,display all profit by month,14
Can you find the sales average?,average_sales,can you find the sales average,1
Can you analyze region profit performance?,region_profit,can you analyze region profit performance,19
I'd like to know the profit average.,average_profit,id like to know the profit average,0
Create a report for profit across categories.,category_profit,create a report for profit across categories,7
Show the net profit,total_profit,show the net profit,28
Show me city performance.,top_cities,show me city performance,25
Calculate all monthly profit,monthly_profit,calculate all monthly profit,14
Find the annual profit.,yearly_profit,find the annual profit,31
Can I see shipping analysis?,shipping_analysis,can i see shipping analysis,24
Find category wise sales.,sales_by_category,find category wise sales,20
Kindly show the inventory overview.,inventory_summary,kindly show the inventory overview,12
Show the profit across categories,category_profit,show the profit across categories,7
Present month wise profit.,monthly_profit,present month wise profit,14
Display the monthly revenue,monthly_sales,display the monthly revenue,15
I need the yearly profit.,yearly_profit,i need the yearly profit,31
Show overall yearly sales,yearly_sales,show overall yearly sales,32
I want the month wise sales.,monthly_sales,i want the month wise sales,15
What is month wise sales?,monthly_sales,what is month wise sales,15
Show complete earnings growth,profit_growth,show complete earnings growth,17
Find shipping mode,shipping_analysis,find shipping mode,24
Can you display mean sales?,average_sales,can you display mean sales,1
Compare complete segment sales,sales_by_segment,compare complete segment sales,21
Show latest monthly business profit.,monthly_profit,show latest monthly business profit,14
Visualize business overview.,dashboard_summary,visualize business overview,9
Reveal overall subcategory sales,sales_by_subcategory,reveal overall subcategory sales,22
Provide the segment sales,sales_by_segment,provide the segment sales,21
I'd like to know profit increase.,profit_growth,id like to know profit increase,17
I'd like to know annual revenue.,yearly_sales,id like to know annual revenue,32
Summarize the annual revenue.,yearly_sales,summarize the annual revenue,32
Can you provide the customer segment sales?,sales_by_segment,can you provide the customer segment sales,21
Can you reveal the monthly profit?,monthly_profit,can you reveal the monthly profit,14
Provide all most valuable customers,top_customers,provide all most valuable customers,26
Find the top cities.,top_cities,find the top cities,25
I'd like to know shipping analysis.,shipping_analysis,id like to know shipping analysis,24
Show overall category wise profit,category_profit,show overall category wise profit,7
What is the least profitable cities?,bottom_cities,what is the least profitable cities,3
I need the most valuable customers.,top_customers,i need the most valuable customers,26
Display yearly sales.,yearly_sales,display yearly sales,32
What is the best performing states?,top_states,what is the best performing states,27
Show complete yearly sales.,yearly_sales,show complete yearly sales,32
Please display least profitable product.,lowest_profit_product,please display least profitable product,13
Could you create the business summary?,dashboard_summary,could you create the business summary,9
Give me profit by month.,monthly_profit,give me profit by month,14
I need average earnings.,average_profit,i need average earnings,0
Provide total profit,total_profit,provide total profit,28
Can you show least profitable states?,bottom_states,can you show least profitable states,6
Provide detailed yearly sales.,yearly_sales,provide detailed yearly sales,32
Reveal complete bottom cities,bottom_cities,reveal complete bottom cities,3
Reveal yearly profit.,yearly_profit,reveal yearly profit,31
View least selling products.,bottom_products,view least selling products,5
Tell me profit by year.,yearly_profit,tell me profit by year,31
Can you provide the total orders?,order_count,can you provide the total orders,16
What is the overall orders?,order_count,what is the overall orders,16
Kindly display the top states.,top_states,kindly display the top states,27
Create dashboard for most profitable product.,highest_profit_product,create dashboard for most profitable product,11
Please display sales across categories.,sales_by_category,please display sales across categories,20
Could you find the profit by category?,category_profit,could you find the profit by category,7
View the subcategory performance.,sales_by_subcategory,view the subcategory performance,22
Provide sales across categories,sales_by_category,provide sales across categories,20
Give complete executive summary.,dashboard_summary,give complete executive summary,9
Can you identify lowest earning product?,lowest_profit_product,can you identify lowest earning product,13
Compare growth in profit.,profit_growth,compare growth in profit,17
How much is the subcategory sales?,sales_by_subcategory,how much is the subcategory sales,22
Can you display top selling cities?,top_cities,can you display top selling cities,25
Find top selling states.,top_states,find top selling states,27
Kindly display the category wise profit.,category_profit,kindly display the category wise profit,7
I need sales by category.,sales_by_category,i need sales by category,20
Can you provide overall sales?,total_sales,can you provide overall sales,29
Could you provide the segment performance?,sales_by_segment,could you provide the segment performance,21
Provide city performance.,top_cities,provide city performance,25
Kindly show the yearly sales.,yearly_sales,kindly show the yearly sales,32
Find premium customers.,top_customers,find premium customers,26
Give inventory summary,inventory_summary,give inventory summary,12
Display complete business summary.,dashboard_summary,display complete business summary,9
How much is the overall revenue?,total_sales,how much is the overall revenue,29
Can I see the growth in profit?,profit_growth,can i see the growth in profit,17
Can you provide overall orders?,order_count,can you provide overall orders,16
Generate the sales by month.,monthly_sales,generate the sales by month,15
Create dashboard for inventory report.,inventory_summary,create dashboard for inventory report,12
Provide shipping analysis.,shipping_analysis,provide shipping analysis,24
Please show total orders.,order_count,please show total orders,16
Calculate all total earnings,total_profit,calculate all total earnings,28
Analyze the delivery performance,shipping_analysis,analyze the delivery performance,24
Could you find the overall revenue?,total_sales,could you find the overall revenue,29
Generate a report for segment performance.,sales_by_segment,generate a report for segment performance,21
Find all profit increase,profit_growth,find all profit increase,17
Please compute profit average.,average_profit,please compute profit average,0
Reveal all least valuable customers,bottom_customers,reveal all least valuable customers,4
I need overall sales.,total_sales,i need overall sales,29
Find the business profit,total_profit,find the business profit,28
Create a report for segment performance.,sales_by_segment,create a report for segment performance,21
Provide complete yearly profit,yearly_profit,provide complete yearly profit,31
Could you find the shipping analysis?,shipping_analysis,could you find the shipping analysis,24
Please display monthly business profit.,monthly_profit,please display monthly business profit,14
Can you display profit by category?,category_profit,can you display profit by category,7
How much is most profitable product?,highest_profit_product,how much is most profitable product,11
Kindly display the overall revenue.,total_sales,kindly display the overall revenue,29
Show overall lowest sales cities,bottom_cities,show overall lowest sales cities,3
Kindly calculate the number of orders.,order_count,kindly calculate the number of orders,16
Can you display bottom 10 customers?,bottom_customers,can you display bottom 10 customers,4
Analyze segment sales,sales_by_segment,analyze segment sales,21
Can you find the highest profit product?,highest_profit_product,can you find the highest profit product,11
Can you provide least selling products?,bottom_products,can you provide least selling products,5
Give me grand total sales.,total_sales,give me grand total sales,29
Show complete average turnover.,average_sales,show complete average turnover,1
Create dashboard for total revenue.,total_sales,create dashboard for total revenue,29
Could you display the lowest sales states?,bottom_states,could you display the lowest sales states,6
Create a report for number of customers.,customer_count,create a report for number of customers,8
Please provide average income.,average_sales,please provide average income,1
Display latest best cities.,top_cities,display latest best cities,25
Find delivery performance,shipping_analysis,find delivery performance,24
View lowest performing region.,worst_region,view lowest performing region,30
Explain monthly business profit.,monthly_profit,explain monthly business profit,14
Display customer count,customer_count,display customer count,8
Could you show the bottom customers?,bottom_customers,could you show the bottom customers,4
Create all inventory summary,inventory_summary,create all inventory summary,12
Explain overall revenue.,total_sales,explain overall revenue,29
Could you find the company profit?,total_profit,could you find the company profit,28
Analyze the category sales,sales_by_category,analyze the category sales,20
Provide detailed average income.,average_profit,provide detailed average income,0
Can you analyze the category profit?,category_profit,can you analyze the category profit,7
Provide the total revenue.,total_sales,provide the total revenue,29
Please identify top region.,best_region,please identify top region,2
Kindly find the sales average.,average_sales,kindly find the sales average,1
Kindly display the bottom 10 customers.,bottom_customers,kindly display the bottom 10 customers,4
Analyze performance of profit by region.,region_profit,analyze performance of profit by region,19
Analyze category sales,sales_by_category,analyze category sales,20
Reveal the sales across subcategories,sales_by_subcategory,reveal the sales across subcategories,22
What is the sales trend?,sales_growth,what is the sales trend,23
Fetch business growth.,sales_growth,fetch business growth,23
Can you show the yearly profit?,yearly_profit,can you show the yearly profit,31
Could you analyze the profit across categories?,category_profit,could you analyze the profit across categories,7
Can you find inactive customers?,bottom_customers,can you find inactive customers,4
Display complete highest profit product.,highest_profit_product,display complete highest profit product,11
Can you display sales by category?,sales_by_category,can you display sales by category,20
How much is the worst performing cities?,bottom_cities,how much is the worst performing cities,3
Reveal complete least profitable cities,bottom_cities,reveal complete least profitable cities,3
Can you find best performing states?,top_states,can you find best performing states,27
Kindly show the growth in sales.,sales_growth,kindly show the growth in sales,23
Present the sales for each category.,sales_by_category,present the sales for each category,20
Can you calculate the registered customers?,customer_count,can you calculate the registered customers,8
Show complete grand total sales,total_sales,show complete grand total sales,29
View the dashboard summary.,dashboard_summary,view the dashboard summary,9
I'd like to know city performance.,bottom_cities,id like to know city performance,3
Please calculate highest sales states.,top_states,please calculate highest sales states,27
I want sales trend.,sales_growth,i want sales trend,23
I need least profitable states.,bottom_states,i need least profitable states,6
Find complete shipping mode,shipping_analysis,find complete shipping mode,24
Present the highest profit product.,highest_profit_product,present the highest profit product,11
Provide overall shipping performance,shipping_analysis,provide overall shipping performance,24
Display complete best performing states,top_states,display complete best performing states,27
Summarize average income.,average_sales,summarize average income,1
Give sales across subcategories,sales_by_subcategory,give sales across subcategories,22
Create a report for highest sales states.,top_states,create a report for highest sales states,27
Display complete stock summary,inventory_summary,display complete stock summary,12
Give all average sales amount,average_sales,give all average sales amount,1
Analyze sales by subcategory,sales_by_subcategory,analyze sales by subcategory,22
Can you show the profit growth?,profit_growth,can you show the profit growth,17
Kindly show the annual earnings.,yearly_profit,kindly show the annual earnings,31
How much is the quantity analysis?,quantity_analysis,how much is the quantity analysis,18
Can you provide sales by month?,monthly_sales,can you provide sales by month,15
Summarize the customer count.,customer_count,summarize the customer count,8
Please display shipping analysis.,shipping_analysis,please display shipping analysis,24
What is the category sales?,sales_by_category,what is the category sales,20
Kindly show the business profit.,total_profit,kindly show the business profit,28
Provide profit across categories,category_profit,provide profit across categories,7
Could you show the lowest sales region?,worst_region,could you show the lowest sales region,30
Please calculate the growth in sales.,sales_growth,please calculate the growth in sales,23
Please provide overall revenue.,total_sales,please provide overall revenue,29
Give complete sales by subcategory,sales_by_subcategory,give complete sales by subcategory,22
I'd like to know the top profit product.,highest_profit_product,id like to know the top profit product,11
Identify bottom 10 products,bottom_products,identify bottom 10 products,5
Could you find the average sales amount?,average_sales,could you find the average sales amount,1
Can you show the average earnings?,average_profit,can you show the average earnings,0
Inspect category wise profit.,category_profit,inspect category wise profit,7
Reveal complete least profitable product,lowest_profit_product,reveal complete least profitable product,13
Analyze region wise profit,region_profit,analyze region wise profit,19
Compare complete sales across subcategories,sales_by_subcategory,compare complete sales across subcategories,22
Provide complete annual profit,yearly_profit,provide complete annual profit,31
Can you reveal the overall revenue?,total_sales,can you reveal the overall revenue,29
Display the lowest spending customers,bottom_customers,display the lowest spending customers,4
What is the top customers?,top_customers,what is the top customers,26
Reveal all month wise sales,monthly_sales,reveal all month wise sales,15
Please calculate sales by category.,sales_by_category,please calculate sales by category,20
Please display the annual profit.,yearly_profit,please display the annual profit,31
I need the discount analysis.,discount_analysis,i need the discount analysis,10
Generate sales by year.,yearly_sales,generate sales by year,32
Reveal the best cities,top_cities,reveal the best cities,25
Display profit increase,profit_growth,display profit increase,17
Display overall category sales,sales_by_category,display overall category sales,20
Can you analyze year wise profit?,yearly_profit,can you analyze year wise profit,31
Give complete subcategory sales,sales_by_subcategory,give complete subcategory sales,22
I want average profit.,average_profit,i want average profit,0
Can you show year wise profit?,yearly_profit,can you show year wise profit,31
Generate monthly business sales.,monthly_sales,generate monthly business sales,15
Show complete highest sales cities,top_cities,show complete highest sales cities,25
Can you find the average profit?,average_profit,can you find the average profit,0
Show me the inventory summary.,inventory_summary,show me the inventory summary,12
How much is the best region?,best_region,how much is the best region,2
Kindly give the order count.,order_count,kindly give the order count,16
What is sales trend?,sales_growth,what is sales trend,23
View category sales.,sales_by_category,view category sales,20
Provide total sales.,total_sales,provide total sales,29
Review average sales.,average_sales,review average sales,1
Display top profit product.,highest_profit_product,display top profit product,11
Kindly display the sales quantity.,quantity_analysis,kindly display the sales quantity,18
Could you provide the average business sales?,average_sales,could you provide the average business sales,1
Compare shipping performance,shipping_analysis,compare shipping performance,24
Provide bottom products,bottom_products,provide bottom products,5
Analyze the sales trend.,sales_growth,analyze the sales trend,23
View the shipping analysis.,shipping_analysis,view the shipping analysis,24
Can you list the top cities?,top_cities,can you list the top cities,25
Compute the average turnover,average_sales,compute the average turnover,1
Please calculate total sales.,total_sales,please calculate total sales,29
Show complete highest performing region.,best_region,show complete highest performing region,2
Show me business growth.,sales_growth,show me business growth,23
Analyze overall sales growth,sales_growth,analyze overall sales growth,23
Review profit by region.,region_profit,review profit by region,19
Review sales by subcategory.,sales_by_subcategory,review sales by subcategory,22
View average profit,average_profit,view average profit,0
Could you find the least profitable region?,worst_region,could you find the least profitable region,30
Provide bottom 10 products,bottom_products,provide bottom 10 products,5
Give detailed region wise profit.,region_profit,give detailed region wise profit,19
Can you compute the average profit?,average_profit,can you compute the average profit,0
Reveal the worst performing states.,bottom_states,reveal the worst performing states,6
Show the inventory report,inventory_summary,show the inventory report,12
I want category wise sales.,sales_by_category,i want category wise sales,20
Could you show the mean sales?,average_sales,could you show the mean sales,1
Can you show the segment sales?,sales_by_segment,can you show the segment sales,21
Provide the segment sales.,sales_by_segment,provide the segment sales,21
Display subcategory wise sales,sales_by_subcategory,display subcategory wise sales,22
Provide overall least valuable customers,bottom_customers,provide overall least valuable customers,4
Show latest lowest sales states.,bottom_states,show latest lowest sales states,6
Create dashboard for average discount.,discount_analysis,create dashboard for average discount,10
Tell me the business sales,total_sales,tell me the business sales,29
Review average profit.,average_profit,review average profit,0
Give detailed bottom customers.,bottom_customers,give detailed bottom customers,4
